track_id,track_name,artist_name,artist_id,community_id,umap_x,umap_y,playlist_count,log_playlist_count
0KvlCSgKFOJKb2DEtrluM0,Space Odyssey,ESH,6rXMet89uui55tWrcEz7ma,2,3.7977872,7.8538394,3,1.3862943611198906
3Y8Ff1nH44jFywAtpgmleZ,1979 - Remastered 2012,The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,39,2.0208194,5.127994,5,1.791759469228055
0nssGbqC6ZSMx0OliWCkHk,¿Qué Tengo Que Hacer?,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,41,-2.5387185,5.1759095,11,2.4849066497880004
4A48ckONJNoXU5smWT9CeG,If You Don't Want My Love,Jalen Ngonda,2kEDso93O2hDgCbnuiSkkZ,0,0.43382514,5.26846,11,2.4849066497880004
5TDZyWDfbQFQJabbPwImVY,Dreams - 2004 Remaster,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0,1.270301,5.18722,3,1.3862943611198906
69b5QMSpgvGhcjbQXzmxfP,"Salted Wound - From ""Fifty Shades Of Grey"" Soundtrack",Sia,5WUlDfRSoLAfcVSX1WnrxN,28,1.8159778,6.640353,3,1.3862943611198906
6uS2MXlm06d5tsREsi8nBS,Too Late For Love,Deep Chills,12rBrcOPP50qIan8ew4iTP,59,16.221111,11.743005,4,1.6094379124341003
2qndofldhCJ8D94cdWDuWH,Camionero (Caminhoneiro) [Gentle On My Mind],Roberto Carlos,7fAKtXSdNInWAIf0jVUz65,33,-3.0986104,3.253901,5,1.791759469228055
7DAaf49d6CDGAXlKSr2IC3,El Trato,18 Kilates,2rqtqFiCGyzaRSYdgMiMNC,15,-4.9793224,7.955891,3,1.3862943611198906
4gGISIowidA8ceYKof0H9F,Hana,Chasing Mirrors,5rZuQbaBUI6qi8sB8tBcge,46,8.309519,5.9109983,4,1.6094379124341003
0d4oiUOs4GD6PSXe1rovNd,You Gotta Take the Chance.,FLEIV,2en7Hw27nAQoK6waOCo4uY,5,3.5883234,8.353645,3,1.3862943611198906
5L92JAcxJMVmLlKIWHhLCY,Aquiles Afirmo,Gerardo Ortiz,4J13m9IZh03PEhoxAxRhXO,9,-5.1836076,2.9802532,7,2.0794415416798357
0LAh3hfeuUekvLm3Nq6MmA,Love Goes - EDM Version,SB19,3g7vYcdDXnqnDKYFwqXBJP,31,1.8359827,-2.6132717,11,2.4849066497880004
1AhGUbxpTSQ6VJ0tr8XVW3,Animal,Robopup,29FwFqbM5JlAydGybJL1HJ,22,-13.19732,13.738905,4,1.6094379124341003
1DFmBjoeQN9DpOVTEewyx0,Ojos Tristes (with The Marías),Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,13,1.2251596,6.8480315,6,1.9459101490553132
10iYti51X45YpCuGPlZgPP,DRINKSMOKE - Superior Sessions Live,Felip,2tEFDBihLXytoPl4xdResl,31,1.8486512,-2.5943592,3,1.3862943611198906
5SAUCf8XrqcZh09dv5xYvg,Magicka,Everrune,53X0Y3pZNqikGl1nNf7cWO,61,-1.6702833,8.624895,3,1.3862943611198906
5e4LU96DCzGQ8JPsunG1X7,Incantevole,Subsonica,7DzxfMQ3VNYR5vw2UFjzSK,56,-4.963684,7.7966237,3,1.3862943611198906
78MI7mu1LV1k4IA2HzKmHe,Dream A Little Dream Of Me - Single Version,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,0,0.7662807,5.721581,12,2.5649493574615367
4vp7mnOPf13fLUztFDqp2a,เพียงเธอ,FIIXD,3E2RbO6J3JSYa9VgP5iGMH,1,10.092499,9.104047,4,1.6094379124341003
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,0PCCGZ0wGLizHt2KZ7hhA2,32,2.9171336,7.179868,62,4.143134726391533
721DIc9ao2I6e8uCXiuXhL,Allah Peduli,Mike Mohede,0uGUpFXAdhKMgiHwbueiuf,36,-6.96756,10.158171,9,2.302585092994046
5HGL4s8LG1X6FJfx8kbdrO,Your Love,The Outfield,1zxDewzd2j1ZdSBGaYcr0y,0,1.5389006,5.110055,3,1.3862943611198906
2JqkpMe2eJToJNHEqkJeCu,Forever Yours,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,23,5.714946,7.1599197,9,2.302585092994046
4kZqBZ1cihUH8SoBZ3PBrd,"O Come, All Ye Faithful",Pentatonix,26AHtbjWKiwYzsoGoUZq53,6,-4.7670836,11.433968,7,2.0794415416798357
0c6Pmdnw71qZ4UHkr4qRNQ,Bora Bora,Lil Durk,3hcs9uc56yIGFCSy9leWe7,3,4.903281,6.38275,5,1.791759469228055
1Y9pKQ8D2QVaQJayD98MYQ,난 아직 여기 있어 I’m Still Here,sunho974,0qS1EtuA0bXifVAGog7i2F,92,-4.89609,8.005607,3,1.3862943611198906
5amtzoN4WAd1Y9mLMvoHBf,Ardhangini,Narci,3b9iVRjKkiC4oIHXB7pbzJ,55,-4.9358125,7.850331,3,1.3862943611198906
7nZCg1jgmXIjSBRifWkmaJ,Joe le taxi,Vanessa Paradis,1FmxE030Xe2H8Bn9bdv6Pd,0,1.4837818,5.5583835,4,1.6094379124341003
1CcLA0eaauck34YEIrvAAq,When We Were Young (The Logical Song),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2,3.6504292,7.5528126,44,3.8066624897703196
7ASpv7mIovCn7biq7AB8VV,SPIT IN MY FACE! (ThxSoMch) - Sped Up Version,sped up nightcore,0M2CO5ijP35MDhNwvpgxTV,4,3.4987402,5.976544,7,2.0794415416798357
